timestamp,actor,decision,pair_id,unique_id_l,unique_id_r,confidence,ubid,notes
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-211,BBMP/560058/0168,ESCOM/560058/000168,97.2,UBID-KA-000122,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-212,BBMP/560100/0197,ESCOM/560100/000197,97.2,UBID-KA-000147,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-213,BBMP/560058/0039,KR/BN/00039/000,97.2,UBID-KA-000029,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-214,BBMP/560058/0021,KR/BN/00021/000,97.2,UBID-KA-000015,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-215,ESCOM/560058/000082,KR/BN/00082/000,97.2,UBID-KA-000599,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-216,BBMP/560058/0039,ESCOM/560058/000039,97.2,UBID-KA-000029,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-217,ESCOM/560100/000512,KR/BN/00512/000,97.2,UBID-KA-000727,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-218,ESCOM/560100/000699,KAR/FACT/560100/0699,98.5,UBID-KA-000524,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-219,ESCOM/560100/000289,KAR/FACT/560100/0289,98.5,UBID-KA-000661,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-220,BBMP/560100/0699,ESCOM/560100/000699,98.5,UBID-KA-000524,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-221,BBMP/560100/0357,ESCOM/560100/000357,98.5,UBID-KA-000269,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-222,BBMP/560058/0511,ESCOM/560058/000511,98.5,UBID-KA-000383,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-223,ESCOM/560100/000374,KR/BN/00374/000,98.5,UBID-KA-000282,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-224,ESCOM/560100/000357,KR/BN/00357/000,98.5,UBID-KA-000269,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-225,BBMP/560100/0227,KR/BN/00227/000,98.6,UBID-KA-000169,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-226,BBMP/560058/0277,ESCOM/560058/000277,98.6,UBID-KA-000206,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-227,ESCOM/560058/000007,KR/BN/00007/000,98.6,UBID-KA-000005,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-228,BBMP/560058/0408,KR/BN/00408/000,98.6,UBID-KA-000308,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-229,ESCOM/560100/000745,KAR/FACT/560100/0745,99.5,UBID-KA-000558,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-230,BBMP/560058/0743,KAR/FACT/560058/0743,99.5,UBID-KA-000557,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-231,BBMP/560058/0738,KAR/FACT/560058/0738,99.5,UBID-KA-000552,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-232,BBMP/560100/0622,KAR/FACT/560100/0622,99.5,UBID-KA-000467,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-233,BBMP/560058/0410,KAR/FACT/560058/0410,99.5,UBID-KA-000310,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-234,ESCOM/560058/000410,KAR/FACT/560058/0410,99.5,UBID-KA-000310,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-235,BBMP/560058/0325,KAR/FACT/560058/0325,99.5,UBID-KA-000242,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-236,ESCOM/560058/000296,KAR/FACT/560058/0296,99.5,UBID-KA-000221,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-237,ESCOM/560058/000283,KAR/FACT/560058/0283,99.5,UBID-KA-000659,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-238,ESCOM/560058/000277,KAR/FACT/560058/0277,99.5,UBID-KA-000206,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-239,BBMP/560100/0238,KAR/FACT/560100/0238,99.5,UBID-KA-000178,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-240,BBMP/560100/0219,KAR/FACT/560100/0219,99.5,UBID-KA-000163,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-241,ESCOM/560100/000219,KAR/FACT/560100/0219,99.5,UBID-KA-000163,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-242,BBMP/560058/0207,KAR/FACT/560058/0207,99.5,UBID-KA-000154,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-243,BBMP/560058/0170,KAR/FACT/560058/0170,99.5,UBID-KA-000124,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-244,ESCOM/560058/000141,KAR/FACT/560058/0141,99.5,UBID-KA-000101,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-245,ESCOM/560100/000054,KAR/FACT/560100/0054,99.5,UBID-KA-000040,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-246,BBMP/560058/0049,KAR/FACT/560058/0049,99.5,UBID-KA-000038,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-247,ESCOM/560058/000737,KR/BN/00737/000,99.5,UBID-KA-000551,
