source,source_record_id,event_category,event_date,is_terminal,is_high_reliability,payload
LABOUR,KR/BN/00002/000,PF_FILING,2026-02-08,False,False,"{""employees"": 625, ""wages"": 9375000}"
ESCOM,ESCOM/560100/000003,ELECTRICITY_READING,2025-05-06,False,True,"{""consumption_kwh"": 10681.7}"
ESCOM,ESCOM/560100/000003,ELECTRICITY_READING,2025-06-05,False,True,"{""consumption_kwh"": 12453.0}"
ESCOM,ESCOM/560100/000003,ELECTRICITY_READING,2025-07-05,False,True,"{""consumption_kwh"": 12268.1}"
ESCOM,ESCOM/560100/000003,ELECTRICITY_READING,2025-08-04,False,True,"{""consumption_kwh"": 11742.0}"
ESCOM,ESCOM/560100/000003,ELECTRICITY_READING,2025-09-03,False,True,"{""consumption_kwh"": 10854.0}"
ESCOM,ESCOM/560100/000003,ELECTRICITY_READING,2025-10-03,False,True,"{""consumption_kwh"": 12800.1}"
ESCOM,ESCOM/560100/000003,ELECTRICITY_READING,2025-11-02,False,True,"{""consumption_kwh"": 12851.5}"
ESCOM,ESCOM/560100/000003,ELECTRICITY_READING,2025-12-02,False,True,"{""consumption_kwh"": 11854.5}"
ESCOM,ESCOM/560100/000003,ELECTRICITY_READING,2026-01-01,False,True,"{""consumption_kwh"": 11829.7}"
ESCOM,ESCOM/560100/000003,ELECTRICITY_READING,2026-01-31,False,True,"{""consumption_kwh"": 10921.7}"
ESCOM,ESCOM/560100/000003,ELECTRICITY_READING,2026-03-02,False,True,"{""consumption_kwh"": 10135.7}"
ESCOM,ESCOM/560100/000003,ELECTRICITY_READING,2026-04-01,False,True,"{""consumption_kwh"": 11377.3}"
ESCOM,ESCOM/560100/000003,ELECTRICITY_READING,2026-05-01,False,True,"{""consumption_kwh"": 12100.6}"
BBMP,BBMP/560100/0003,LICENCE_RENEWAL,2026-04-18,False,False,"{""fee_paid"": 1152.0}"
ESCOM,ESCOM/560058/000004,ELECTRICITY_READING,2025-05-06,False,True,"{""consumption_kwh"": 26724.7}"
ESCOM,ESCOM/560058/000004,ELECTRICITY_READING,2025-06-05,False,True,"{""consumption_kwh"": 26878.4}"
ESCOM,ESCOM/560058/000004,ELECTRICITY_READING,2025-07-05,False,True,"{""consumption_kwh"": 30882.5}"
ESCOM,ESCOM/560058/000004,ELECTRICITY_READING,2025-08-04,False,True,"{""consumption_kwh"": 27283.5}"
ESCOM,ESCOM/560058/000004,ELECTRICITY_READING,2025-09-03,False,True,"{""consumption_kwh"": 26892.5}"
ESCOM,ESCOM/560058/000004,ELECTRICITY_READING,2025-10-03,False,True,"{""consumption_kwh"": 29739.3}"
ESCOM,ESCOM/560058/000004,ELECTRICITY_READING,2025-11-02,False,True,"{""consumption_kwh"": 29339.8}"
ESCOM,ESCOM/560058/000004,ELECTRICITY_READING,2025-12-02,False,True,"{""consumption_kwh"": 27586.4}"
ESCOM,ESCOM/560058/000004,ELECTRICITY_READING,2026-01-01,False,True,"{""consumption_kwh"": 29117.5}"
ESCOM,ESCOM/560058/000004,ELECTRICITY_READING,2026-01-31,False,True,"{""consumption_kwh"": 32985.8}"
ESCOM,ESCOM/560058/000004,ELECTRICITY_READING,2026-03-02,False,True,"{""consumption_kwh"": 26880.5}"
ESCOM,ESCOM/560058/000004,ELECTRICITY_READING,2026-04-01,False,True,"{""consumption_kwh"": 27365.4}"
ESCOM,ESCOM/560058/000004,ELECTRICITY_READING,2026-05-01,False,True,"{""consumption_kwh"": 25993.6}"
BBMP,BBMP/560058/0004,LICENCE_RENEWAL,2026-03-05,False,False,"{""fee_paid"": 813.0}"
LABOUR,KR/BN/00004/000,PF_FILING,2025-05-19,False,False,"{""employees"": 413, ""wages"": 6195000}"
LABOUR,KR/BN/00004/000,PF_FILING,2025-08-14,False,False,"{""employees"": 413, ""wages"": 6195000}"
LABOUR,KR/BN/00004/000,PF_FILING,2025-11-06,False,False,"{""employees"": 413, ""wages"": 6195000}"
LABOUR,KR/BN/00004/000,PF_FILING,2026-02-05,False,False,"{""employees"": 413, ""wages"": 6195000}"
ESCOM,ESCOM/560058/000005,ELECTRICITY_READING,2025-05-06,False,True,"{""consumption_kwh"": 45086.2}"
ESCOM,ESCOM/560058/000005,ELECTRICITY_READING,2025-06-05,False,True,"{""consumption_kwh"": 47650.6}"
ESCOM,ESCOM/560058/000005,ELECTRICITY_READING,2025-07-05,False,True,"{""consumption_kwh"": 47609.5}"
ESCOM,ESCOM/560058/000005,ELECTRICITY_READING,2025-08-04,False,True,"{""consumption_kwh"": 49105.4}"
ESCOM,ESCOM/560058/000005,ELECTRICITY_READING,2025-09-03,False,True,"{""consumption_kwh"": 41747.4}"
ESCOM,ESCOM/560058/000005,ELECTRICITY_READING,2025-10-03,False,True,"{""consumption_kwh"": 50382.6}"
ESCOM,ESCOM/560058/000005,ELECTRICITY_READING,2025-11-02,False,True,"{""consumption_kwh"": 45315.4}"
ESCOM,ESCOM/560058/000005,ELECTRICITY_READING,2025-12-02,False,True,"{""consumption_kwh"": 47610.6}"
ESCOM,ESCOM/560058/000005,ELECTRICITY_READING,2026-01-01,False,True,"{""consumption_kwh"": 47706.0}"
ESCOM,ESCOM/560058/000005,ELECTRICITY_READING,2026-01-31,False,True,"{""consumption_kwh"": 49920.5}"
ESCOM,ESCOM/560058/000005,ELECTRICITY_READING,2026-03-02,False,True,"{""consumption_kwh"": 41597.6}"
ESCOM,ESCOM/560058/000005,ELECTRICITY_READING,2026-04-01,False,True,"{""consumption_kwh"": 42772.9}"
ESCOM,ESCOM/560058/000005,ELECTRICITY_READING,2026-05-01,False,True,"{""consumption_kwh"": 47228.9}"
BBMP,BBMP/560058/0005,LICENCE_RENEWAL,2025-12-07,False,False,"{""fee_paid"": 4688.0}"
LABOUR,KR/BN/00005/000,PF_FILING,2025-05-09,False,False,"{""employees"": 76, ""wages"": 1140000}"
LABOUR,KR/BN/00005/000,PF_FILING,2025-08-15,False,False,"{""employees"": 76, ""wages"": 1140000}"
LABOUR,KR/BN/00005/000,PF_FILING,2025-11-02,False,False,"{""employees"": 76, ""wages"": 1140000}"
LABOUR,KR/BN/00005/000,PF_FILING,2026-01-31,False,False,"{""employees"": 76, ""wages"": 1140000}"
ESCOM,ESCOM/560100/000006,ELECTRICITY_READING,2025-05-06,False,True,"{""consumption_kwh"": 36940.2}"
ESCOM,ESCOM/560100/000006,ELECTRICITY_READING,2025-06-05,False,True,"{""consumption_kwh"": 30703.9}"
ESCOM,ESCOM/560100/000006,ELECTRICITY_READING,2025-07-05,False,True,"{""consumption_kwh"": 33241.5}"
ESCOM,ESCOM/560100/000006,ELECTRICITY_READING,2025-08-04,False,True,"{""consumption_kwh"": 32715.6}"
ESCOM,ESCOM/560100/000006,ELECTRICITY_READING,2025-09-03,False,True,"{""consumption_kwh"": 37925.2}"
ESCOM,ESCOM/560100/000006,ELECTRICITY_READING,2025-10-03,False,True,"{""consumption_kwh"": 37318.5}"
ESCOM,ESCOM/560100/000006,ELECTRICITY_READING,2025-11-02,False,True,"{""consumption_kwh"": 39505.6}"
ESCOM,ESCOM/560100/000006,ELECTRICITY_READING,2025-12-02,False,True,"{""consumption_kwh"": 31332.4}"
ESCOM,ESCOM/560100/000006,ELECTRICITY_READING,2026-01-01,False,True,"{""consumption_kwh"": 34732.5}"
ESCOM,ESCOM/560100/000006,ELECTRICITY_READING,2026-01-31,False,True,"{""consumption_kwh"": 30752.4}"
ESCOM,ESCOM/560100/000006,ELECTRICITY_READING,2026-03-02,False,True,"{""consumption_kwh"": 32669.2}"
ESCOM,ESCOM/560100/000006,ELECTRICITY_READING,2026-04-01,False,True,"{""consumption_kwh"": 35579.4}"
ESCOM,ESCOM/560100/000006,ELECTRICITY_READING,2026-05-01,False,True,"{""consumption_kwh"": 30719.3}"
LABOUR,KR/BN/00007/000,PF_FILING,2025-05-08,False,False,"{""employees"": 383, ""wages"": 5745000}"
LABOUR,KR/BN/00007/000,PF_FILING,2025-08-15,False,False,"{""employees"": 383, ""wages"": 5745000}"
BBMP,BBMP/560058/0008,LICENCE_RENEWAL,2025-12-13,False,False,"{""fee_paid"": 552.0}"
ESCOM,ESCOM/560100/000009,ELECTRICITY_READING,2025-05-06,False,True,"{""consumption_kwh"": 10852.2}"
ESCOM,ESCOM/560100/000009,ELECTRICITY_READING,2025-06-05,False,True,"{""consumption_kwh"": 10376.4}"
ESCOM,ESCOM/560100/000009,ELECTRICITY_READING,2025-07-05,False,True,"{""consumption_kwh"": 12314.7}"
ESCOM,ESCOM/560100/000009,ELECTRICITY_READING,2025-08-04,False,True,"{""consumption_kwh"": 10975.6}"
ESCOM,ESCOM/560100/000009,ELECTRICITY_READING,2025-09-03,False,True,"{""consumption_kwh"": 9724.2}"
ESCOM,ESCOM/560100/000009,ELECTRICITY_READING,2025-10-03,False,True,"{""consumption_kwh"": 11812.4}"
ESCOM,ESCOM/560100/000009,ELECTRICITY_READING,2025-11-02,False,True,"{""consumption_kwh"": 9687.6}"
ESCOM,ESCOM/560100/000009,ELECTRICITY_READING,2025-12-02,False,True,"{""consumption_kwh"": 10087.9}"
ESCOM,ESCOM/560100/000009,ELECTRICITY_READING,2026-01-01,False,True,"{""consumption_kwh"": 9682.9}"
ESCOM,ESCOM/560100/000009,ELECTRICITY_READING,2026-01-31,False,True,"{""consumption_kwh"": 11428.9}"
ESCOM,ESCOM/560100/000009,ELECTRICITY_READING,2026-03-02,False,True,"{""consumption_kwh"": 12104.0}"
ESCOM,ESCOM/560100/000009,ELECTRICITY_READING,2026-04-01,False,True,"{""consumption_kwh"": 11375.3}"
ESCOM,ESCOM/560100/000009,ELECTRICITY_READING,2026-05-01,False,True,"{""consumption_kwh"": 10150.8}"
ESCOM,ESCOM/560058/000010,ELECTRICITY_READING,2025-05-06,False,True,"{""consumption_kwh"": 43183.4}"
ESCOM,ESCOM/560058/000010,ELECTRICITY_READING,2025-06-05,False,True,"{""consumption_kwh"": 36383.1}"
ESCOM,ESCOM/560058/000010,ELECTRICITY_READING,2025-07-05,False,True,"{""consumption_kwh"": 38209.4}"
ESCOM,ESCOM/560058/000010,ELECTRICITY_READING,2025-08-04,False,True,"{""consumption_kwh"": 34641.1}"
ESCOM,ESCOM/560058/000010,ELECTRICITY_READING,2025-09-03,False,True,"{""consumption_kwh"": 44125.4}"
ESCOM,ESCOM/560058/000010,ELECTRICITY_READING,2025-10-03,False,True,"{""consumption_kwh"": 34843.0}"
ESCOM,ESCOM/560058/000010,ELECTRICITY_READING,2025-11-02,False,True,"{""consumption_kwh"": 40578.7}"
ESCOM,ESCOM/560058/000010,ELECTRICITY_READING,2025-12-02,False,True,"{""consumption_kwh"": 39740.2}"
ESCOM,ESCOM/560058/000010,ELECTRICITY_READING,2026-01-01,False,True,"{""consumption_kwh"": 41028.0}"
ESCOM,ESCOM/560058/000010,ELECTRICITY_READING,2026-01-31,False,True,"{""consumption_kwh"": 37669.3}"
ESCOM,ESCOM/560058/000010,ELECTRICITY_READING,2026-03-02,False,True,"{""consumption_kwh"": 37333.1}"
ESCOM,ESCOM/560058/000010,ELECTRICITY_READING,2026-04-01,False,True,"{""consumption_kwh"": 37551.9}"
ESCOM,ESCOM/560058/000010,ELECTRICITY_READING,2026-05-01,False,True,"{""consumption_kwh"": 33936.3}"
BBMP,BBMP/560058/0010,LICENCE_RENEWAL,2026-02-13,False,False,"{""fee_paid"": 3973.0}"
ESCOM,ESCOM/560058/000012,ELECTRICITY_READING,2025-05-06,False,True,"{""consumption_kwh"": 23266.1}"
ESCOM,ESCOM/560058/000012,ELECTRICITY_READING,2025-06-05,False,True,"{""consumption_kwh"": 24404.2}"
ESCOM,ESCOM/560058/000012,ELECTRICITY_READING,2025-07-05,False,True,"{""consumption_kwh"": 18937.8}"
ESCOM,ESCOM/560058/000012,ELECTRICITY_READING,2025-08-04,False,True,"{""consumption_kwh"": 18732.4}"
ESCOM,ESCOM/560058/000012,ELECTRICITY_READING,2025-09-03,False,True,"{""consumption_kwh"": 24899.2}"
ESCOM,ESCOM/560058/000012,ELECTRICITY_READING,2025-10-03,False,True,"{""consumption_kwh"": 20691.0}"
ESCOM,ESCOM/560058/000012,ELECTRICITY_READING,2025-11-02,False,True,"{""consumption_kwh"": 19931.0}"
ESCOM,ESCOM/560058/000012,ELECTRICITY_READING,2025-12-02,False,True,"{""consumption_kwh"": 21814.5}"
BBMP,BBMP/560058/0013,LICENCE_RENEWAL,2026-04-14,False,False,"{""fee_paid"": 3158.0}"
LABOUR,KR/BN/00013/000,PF_FILING,2025-05-11,False,False,"{""employees"": 410, ""wages"": 6150000}"
LABOUR,KR/BN/00013/000,PF_FILING,2025-08-16,False,False,"{""employees"": 410, ""wages"": 6150000}"
LABOUR,KR/BN/00013/000,PF_FILING,2025-11-16,False,False,"{""employees"": 410, ""wages"": 6150000}"
LABOUR,KR/BN/00013/000,PF_FILING,2026-02-14,False,False,"{""employees"": 410, ""wages"": 6150000}"
ESCOM,ESCOM/560058/000014,ELECTRICITY_READING,2025-05-06,False,True,"{""consumption_kwh"": 19685.3}"
ESCOM,ESCOM/560058/000014,ELECTRICITY_READING,2025-06-05,False,True,"{""consumption_kwh"": 22469.8}"
ESCOM,ESCOM/560058/000014,ELECTRICITY_READING,2025-07-05,False,True,"{""consumption_kwh"": 19661.7}"
ESCOM,ESCOM/560058/000014,ELECTRICITY_READING,2025-08-04,False,True,"{""consumption_kwh"": 17939.4}"
ESCOM,ESCOM/560058/000014,ELECTRICITY_READING,2025-09-03,False,True,"{""consumption_kwh"": 20371.1}"
ESCOM,ESCOM/560058/000014,ELECTRICITY_READING,2025-10-03,False,True,"{""consumption_kwh"": 21865.8}"
ESCOM,ESCOM/560058/000014,ELECTRICITY_READING,2025-11-02,False,True,"{""consumption_kwh"": 21574.3}"
ESCOM,ESCOM/560058/000014,ELECTRICITY_READING,2025-12-02,False,True,"{""consumption_kwh"": 17974.2}"
ESCOM,ESCOM/560058/000014,ELECTRICITY_READING,2026-01-01,False,True,"{""consumption_kwh"": 20510.0}"
ESCOM,ESCOM/560058/000014,ELECTRICITY_READING,2026-01-31,False,True,"{""consumption_kwh"": 18744.1}"
ESCOM,ESCOM/560058/000014,ELECTRICITY_READING,2026-03-02,False,True,"{""consumption_kwh"": 17797.6}"
ESCOM,ESCOM/560058/000014,ELECTRICITY_READING,2026-04-01,False,True,"{""consumption_kwh"": 23340.5}"
ESCOM,ESCOM/560058/000014,ELECTRICITY_READING,2026-05-01,False,True,"{""consumption_kwh"": 21729.1}"
BBMP,BBMP/560058/0014,LICENCE_RENEWAL,2026-02-02,False,False,"{""fee_paid"": 518.0}"
LABOUR,KR/BN/00014/000,PF_FILING,2025-05-06,False,False,"{""employees"": 542, ""wages"": 8130000}"
LABOUR,KR/BN/00014/000,PF_FILING,2025-08-16,False,False,"{""employees"": 542, ""wages"": 8130000}"
LABOUR,KR/BN/00014/000,PF_FILING,2025-11-11,False,False,"{""employees"": 542, ""wages"": 8130000}"
LABOUR,KR/BN/00014/000,PF_FILING,2026-02-10,False,False,"{""employees"": 542, ""wages"": 8130000}"
LABOUR,KR/BN/00015/000,PF_FILING,2025-05-17,False,False,"{""employees"": 317, ""wages"": 4755000}"
LABOUR,KR/BN/00015/000,PF_FILING,2025-08-07,False,False,"{""employees"": 317, ""wages"": 4755000}"
BBMP,BBMP/560100/0017,LICENCE_SURRENDER,2024-09-07,True,False,"{""reason"": ""Business closed""}"
ESCOM,ESCOM/560058/000019,ELECTRICITY_READING,2025-05-06,False,True,"{""consumption_kwh"": 65596.7}"
ESCOM,ESCOM/560058/000019,ELECTRICITY_READING,2025-06-05,False,True,"{""consumption_kwh"": 65381.2}"
ESCOM,ESCOM/560058/000019,ELECTRICITY_READING,2025-07-05,False,True,"{""consumption_kwh"": 70762.1}"
ESCOM,ESCOM/560058/000019,ELECTRICITY_READING,2025-08-04,False,True,"{""consumption_kwh"": 71500.6}"
ESCOM,ESCOM/560058/000019,ELECTRICITY_READING,2025-09-03,False,True,"{""consumption_kwh"": 62683.7}"
ESCOM,ESCOM/560058/000019,ELECTRICITY_READING,2025-10-03,False,True,"{""consumption_kwh"": 66557.4}"
ESCOM,ESCOM/560058/000019,ELECTRICITY_READING,2025-11-02,False,True,"{""consumption_kwh"": 67982.6}"
ESCOM,ESCOM/560058/000019,ELECTRICITY_READING,2025-12-02,False,True,"{""consumption_kwh"": 69644.2}"
ESCOM,ESCOM/560058/000019,ELECTRICITY_READING,2026-01-01,False,True,"{""consumption_kwh"": 74165.1}"
ESCOM,ESCOM/560058/000019,ELECTRICITY_READING,2026-01-31,False,True,"{""consumption_kwh"": 70294.8}"
ESCOM,ESCOM/560058/000019,ELECTRICITY_READING,2026-03-02,False,True,"{""consumption_kwh"": 72733.4}"
ESCOM,ESCOM/560058/000019,ELECTRICITY_READING,2026-04-01,False,True,"{""consumption_kwh"": 68778.8}"
ESCOM,ESCOM/560058/000019,ELECTRICITY_READING,2026-05-01,False,True,"{""consumption_kwh"": 61278.4}"
BBMP,BBMP/560058/0019,LICENCE_RENEWAL,2026-02-21,False,False,"{""fee_paid"": 1484.0}"
BBMP,BBMP/560100/0020,LICENCE_RENEWAL,2026-04-11,False,False,"{""fee_paid"": 636.0}"
ESCOM,ESCOM/560058/000021,ELECTRICITY_READING,2025-05-06,False,True,"{""consumption_kwh"": 74628.5}"
ESCOM,ESCOM/560058/000021,ELECTRICITY_READING,2025-06-05,False,True,"{""consumption_kwh"": 65180.1}"
ESCOM,ESCOM/560058/000021,ELECTRICITY_READING,2025-07-05,False,True,"{""consumption_kwh"": 81658.4}"
ESCOM,ESCOM/560058/000021,ELECTRICITY_READING,2025-08-04,False,True,"{""consumption_kwh"": 71197.6}"
ESCOM,ESCOM/560058/000021,ELECTRICITY_READING,2025-09-03,False,True,"{""consumption_kwh"": 71383.3}"
ESCOM,ESCOM/560058/000021,ELECTRICITY_READING,2025-10-03,False,True,"{""consumption_kwh"": 75061.9}"
ESCOM,ESCOM/560058/000021,ELECTRICITY_READING,2025-11-02,False,True,"{""consumption_kwh"": 77350.0}"
ESCOM,ESCOM/560058/000021,ELECTRICITY_READING,2025-12-02,False,True,"{""consumption_kwh"": 78713.3}"
ESCOM,ESCOM/560058/000021,ELECTRICITY_READING,2026-01-01,False,True,"{""consumption_kwh"": 79641.4}"
ESCOM,ESCOM/560058/000021,ELECTRICITY_READING,2026-01-31,False,True,"{""consumption_kwh"": 68557.1}"
ESCOM,ESCOM/560058/000021,ELECTRICITY_READING,2026-03-02,False,True,"{""consumption_kwh"": 79563.2}"
ESCOM,ESCOM/560058/000021,ELECTRICITY_READING,2026-04-01,False,True,"{""consumption_kwh"": 76951.3}"
ESCOM,ESCOM/560058/000021,ELECTRICITY_READING,2026-05-01,False,True,"{""consumption_kwh"": 71712.4}"
BBMP,BBMP/560058/0021,LICENCE_RENEWAL,2026-04-18,False,False,"{""fee_paid"": 4332.0}"
LABOUR,KR/BN/00021/000,PF_FILING,2025-05-17,False,False,"{""employees"": 182, ""wages"": 2730000}"
LABOUR,KR/BN/00021/000,PF_FILING,2025-08-15,False,False,"{""employees"": 182, ""wages"": 2730000}"
LABOUR,KR/BN/00021/000,PF_FILING,2025-11-12,False,False,"{""employees"": 182, ""wages"": 2730000}"
LABOUR,KR/BN/00021/000,PF_FILING,2026-02-06,False,False,"{""employees"": 182, ""wages"": 2730000}"
ESCOM,ESCOM/560058/000022,ELECTRICITY_READING,2025-05-06,False,True,"{""consumption_kwh"": 14798.5}"
ESCOM,ESCOM/560058/000022,ELECTRICITY_READING,2025-06-05,False,True,"{""consumption_kwh"": 18120.4}"
ESCOM,ESCOM/560058/000022,ELECTRICITY_READING,2025-07-05,False,True,"{""consumption_kwh"": 15594.9}"
ESCOM,ESCOM/560058/000022,ELECTRICITY_READING,2025-08-04,False,True,"{""consumption_kwh"": 17698.9}"
ESCOM,ESCOM/560058/000022,ELECTRICITY_READING,2025-09-03,False,True,"{""consumption_kwh"": 15910.0}"
ESCOM,ESCOM/560058/000022,ELECTRICITY_READING,2025-10-03,False,True,"{""consumption_kwh"": 13884.4}"
ESCOM,ESCOM/560058/000022,ELECTRICITY_READING,2025-11-02,False,True,"{""consumption_kwh"": 15946.6}"
ESCOM,ESCOM/560058/000022,ELECTRICITY_READING,2025-12-02,False,True,"{""consumption_kwh"": 17496.4}"
ESCOM,ESCOM/560058/000022,ELECTRICITY_READING,2026-01-01,False,True,"{""consumption_kwh"": 15829.2}"
ESCOM,ESCOM/560058/000022,ELECTRICITY_READING,2026-01-31,False,True,"{""consumption_kwh"": 16868.7}"
ESCOM,ESCOM/560058/000022,ELECTRICITY_READING,2026-03-02,False,True,"{""consumption_kwh"": 16552.2}"
ESCOM,ESCOM/560058/000022,ELECTRICITY_READING,2026-04-01,False,True,"{""consumption_kwh"": 14083.3}"
ESCOM,ESCOM/560058/000022,ELECTRICITY_READING,2026-05-01,False,True,"{""consumption_kwh"": 17389.3}"
BBMP,BBMP/560058/0022,LICENCE_RENEWAL,2026-01-11,False,False,"{""fee_paid"": 2858.0}"
ESCOM,ESCOM/560058/000023,ELECTRICITY_READING,2025-05-06,False,True,"{""consumption_kwh"": 38207.8}"
ESCOM,ESCOM/560058/000023,ELECTRICITY_READING,2025-06-05,False,True,"{""consumption_kwh"": 38556.6}"
ESCOM,ESCOM/560058/000023,ELECTRICITY_READING,2025-07-05,False,True,"{""consumption_kwh"": 35073.0}"
ESCOM,ESCOM/560058/000023,ELECTRICITY_READING,2025-08-04,False,True,"{""consumption_kwh"": 42348.3}"
ESCOM,ESCOM/560058/000023,ELECTRICITY_READING,2025-09-03,False,True,"{""consumption_kwh"": 39496.3}"
ESCOM,ESCOM/560058/000023,ELECTRICITY_READING,2025-10-03,False,True,"{""consumption_kwh"": 37792.1}"
ESCOM,ESCOM/560058/000023,ELECTRICITY_READING,2025-11-02,False,True,"{""consumption_kwh"": 40773.5}"
ESCOM,ESCOM/560058/000023,ELECTRICITY_READING,2025-12-02,False,True,"{""consumption_kwh"": 40192.8}"
ESCOM,ESCOM/560058/000023,ELECTRICITY_READING,2026-01-01,False,True,"{""consumption_kwh"": 42192.2}"
ESCOM,ESCOM/560058/000023,ELECTRICITY_READING,2026-01-31,False,True,"{""consumption_kwh"": 37874.7}"
ESCOM,ESCOM/560058/000023,ELECTRICITY_READING,2026-03-02,False,True,"{""consumption_kwh"": 33113.7}"
ESCOM,ESCOM/560058/000023,ELECTRICITY_READING,2026-04-01,False,True,"{""consumption_kwh"": 40299.8}"
ESCOM,ESCOM/560058/000023,ELECTRICITY_READING,2026-05-01,False,True,"{""consumption_kwh"": 37775.8}"
BBMP,BBMP/560058/0023,LICENCE_RENEWAL,2025-11-27,False,False,"{""fee_paid"": 4827.0}"
LABOUR,KR/BN/00023/000,PF_FILING,2025-05-21,False,False,"{""employees"": 405, ""wages"": 6075000}"
LABOUR,KR/BN/00023/000,PF_FILING,2025-08-04,False,False,"{""employees"": 405, ""wages"": 6075000}"
LABOUR,KR/BN/00023/000,PF_FILING,2025-11-02,False,False,"{""employees"": 405, ""wages"": 6075000}"
LABOUR,KR/BN/00023/000,PF_FILING,2026-02-08,False,False,"{""employees"": 405, ""wages"": 6075000}"
ESCOM,ESCOM/560100/000024,ELECTRICITY_READING,2025-05-06,False,True,"{""consumption_kwh"": 90867.3}"
ESCOM,ESCOM/560100/000024,ELECTRICITY_READING,2025-06-05,False,True,"{""consumption_kwh"": 85323.3}"
ESCOM,ESCOM/560100/000024,ELECTRICITY_READING,2025-07-05,False,True,"{""consumption_kwh"": 81989.7}"
ESCOM,ESCOM/560100/000024,ELECTRICITY_READING,2025-08-04,False,True,"{""consumption_kwh"": 78156.7}"
ESCOM,ESCOM/560100/000024,ELECTRICITY_READING,2025-09-03,False,True,"{""consumption_kwh"": 77390.4}"
ESCOM,ESCOM/560100/000024,ELECTRICITY_READING,2025-10-03,False,True,"{""consumption_kwh"": 93726.5}"
ESCOM,ESCOM/560100/000024,ELECTRICITY_READING,2025-11-02,False,True,"{""consumption_kwh"": 85212.5}"
ESCOM,ESCOM/560100/000024,ELECTRICITY_READING,2025-12-02,False,True,"{""consumption_kwh"": 91144.3}"
ESCOM,ESCOM/560100/000024,ELECTRICITY_READING,2026-01-01,False,True,"{""consumption_kwh"": 87561.9}"
ESCOM,ESCOM/560100/000024,ELECTRICITY_READING,2026-01-31,False,True,"{""consumption_kwh"": 94446.8}"
ESCOM,ESCOM/560100/000024,ELECTRICITY_READING,2026-03-02,False,True,"{""consumption_kwh"": 89009.1}"
ESCOM,ESCOM/560100/000024,ELECTRICITY_READING,2026-04-01,False,True,"{""consumption_kwh"": 75539.6}"
ESCOM,ESCOM/560100/000024,ELECTRICITY_READING,2026-05-01,False,True,"{""consumption_kwh"": 94197.7}"
BBMP,BBMP/560100/0024,LICENCE_RENEWAL,2026-01-18,False,False,"{""fee_paid"": 2888.0}"
LABOUR,KR/BN/00024/000,PF_FILING,2025-05-17,False,False,"{""employees"": 299, ""wages"": 4485000}"
LABOUR,KR/BN/00024/000,PF_FILING,2025-08-14,False,False,"{""employees"": 299, ""wages"": 4485000}"
LABOUR,KR/BN/00024/000,PF_FILING,2025-11-07,False,False,"{""employees"": 299, ""wages"": 4485000}"
